a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,BDS-MASTER-0246,KDC,80,same_map_link,2022-09-06,2022-08-22,"10.0834553, 103.9870113","21.250395, 105.5350413",https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,BDS-MASTER-0278,50ha ở Vĩnh Yên,80,same_map_link,2022-09-06,2024-12-16,"10.0834553, 103.9870113","21.250395, 105.5350413",https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,BDS-MASTER-0341,HLW - Merryaland 1,80,same_map_link,2022-09-06,2022-08-23,"10.0834553, 103.9870113","21.250395, 105.5350413",https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,BDS-MASTER-0399,Đà Nẵng,80,same_map_link,2022-09-06,2022-09-12,"10.0834553, 103.9870113","21.250395, 105.5350413",https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,BDS-MASTER-0414,35ha 1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0179,tọa lạc,BDS-MASTER-0250,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0179,tọa lạc,BDS-MASTER-0370,khác Team cũng có đánh giá lại theo giá thị trường,80,same_map_link,,2025-04-18,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0179,tọa lạc,BDS-MASTER-0401,Đông Trung - Đề xuất,80,same_map_link,,2025-08-12,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0179,tọa lạc,BDS-MASTER-0473,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0228,khác đang triển khai như Stown,80,same_map_link,2025-09-29,,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,80,same_map_link,2025-09-29,,"11.4223625, 106.5550679","10.9305351, 107.2424233",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,80,same_map_link,2025-09-29,2023-07-03,"11.4223625, 106.5550679","10.9516901, 106.8376922",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,80,same_map_link,2025-09-29,,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,2025-09-29,2025-05-13,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,2025-09-29,,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0202,này nằm trong KCN Thái Hòa-Liễn Sơn-Liên Hòa Khu vực II Vị trí KCN,BDS-MASTER-0231,trong Khu Công Nghiệp tỉnh Vĩnh Phúc,80,same_map_link,2023-06-23,2023-06-23,,,https://goo.gl/maps/ZVuC7,https://goo.gl/maps/ZVuC7
BDS-MASTER-0205,đang vận hành có hệ số nén 0,BDS-MASTER-0236,đầu tư,80,same_map_link,,2025-10-31,,,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing,https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing
BDS-MASTER-0221,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q,BDS-MASTER-0481,xung quanh do phòng R&D tổng hợp,80,same_map_link,2025-10-07,,"10.8195551, 106.702349",,https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,80,same_map_link,,,,"10.9305351, 107.2424233",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,80,same_map_link,,2023-07-03,,"10.9516901, 106.8376922",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,80,same_map_link,,,,"11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,,2025-05-13,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0228,khác đang triển khai như Stown,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0235,đã và đang thực hiện trên BCTC,BDS-MASTER-0490,Hiyori e đang tổng hợp thông tin,80,same_map_link,,2025-09-29,,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing
BDS-MASTER-0235,đã và đang thực hiện trên BCTC,BDS-MASTER-0498,không với những hạn chế ở trên,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing
BDS-MASTER-0250,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,BDS-MASTER-0370,khác Team cũng có đánh giá lại theo giá thị trường,80,same_map_link,,2025-04-18,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0250,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,BDS-MASTER-0401,Đông Trung - Đề xuất,80,same_map_link,,2025-08-12,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0250,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,BDS-MASTER-0473,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,80,same_map_link,,2023-07-03,"10.9305351, 107.2424233","10.9516901, 106.8376922",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,80,same_map_link,,,"10.9305351, 107.2424233",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,80,same_map_link,,,"10.9305351, 107.2424233","11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,,2025-05-13,"10.9305351, 107.2424233",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,,,"10.9305351, 107.2424233",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,80,same_map_link,2023-07-03,,"10.9516901, 106.8376922",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,80,same_map_link,2023-07-03,,"10.9516901, 106.8376922","11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,2023-07-03,2025-05-13,"10.9516901, 106.8376922",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,2023-07-03,,"10.9516901, 106.8376922",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,BDS-MASTER-0414,35ha 1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,BDS-MASTER-0414,35ha 1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0370,khác Team cũng có đánh giá lại theo giá thị trường,BDS-MASTER-0401,Đông Trung - Đề xuất,80,same_map_link,2025-04-18,2025-08-12,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0370,khác Team cũng có đánh giá lại theo giá thị trường,BDS-MASTER-0473,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,80,same_map_link,2025-04-18,,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0379,này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM,BDS-MASTER-0440,của DIG,80,same_map_link,2025-04-21,2025-04-18,,,https://www.google.com/maps/d/edit?mid,https://www.google.com/maps/d/edit?mid
BDS-MASTER-0401,Đông Trung - Đề xuất,BDS-MASTER-0473,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,80,same_map_link,2025-08-12,,,,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing,https://www.google.com/maps/d/edit?mid=1MawyjqMPRL80P8Y7qm_ZhtUgghnbpFc&usp=sharing
BDS-MASTER-0414,35ha 1,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,80,same_map_link,,,,"11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,,2025-05-13,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,,2025-05-13,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,,,"11.4223625, 106.5550679",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,2025-05-13,,,,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
